,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
319,4/19/2019 16:02:36,Yes,No,Blue and Black,Avocado toast,I'm not sure what things you mean,No,"Octopus, wolf, human, lizard, spider",I don’t know I’m inside a room with no windows,"Cut vegetables with a knife, Swim, Juggle",Incorrectly,No,Cooler,Gray,No,42.0,8.0,No,Yes,0,1,None,Yes,Peter dinklage,No,No,Yes,Ljcalcmnomcmodnsjbojfhjhovkjbajbkeb hjdbadifobmdavohvcojadojhs. Javbipadv,3.0,No,Yes,Chocolate,49.0,Area 51,Yes,Yes,16,White,I don't have a phone,Orange,Hubris,Cat,Yes,No,Negative 😠,Yes,"Beer, White wine, Red wine","Caffeinated Soda, Milk, Water","Orange, tobacco, love, good, it",A little,5.0,"Sub/Hoagie, Hamburger",Part of a subterranean race of dog people,Yes,No
344,5/15/2019 18:00:41,Yes,"No, but maybe someday.",Blue and Black,Avocado,"Yes, occasionally",Yes,Bear cat monkey squirrel goat,Cloudy,"Skateboard, Swim",Guide,No,Warmer,Red,Yes,7.0,9.0,No,Yes,1,0,One sibling,Yes,Johnny Depp,No,I never had it,Yes,Fjskfjeofjrigowjjfyiwkbteo,4.0,No,No,Vanilla,12.0,Behind my phone screen,What?,Yes,17,Manila,iPhone,Waffles,"Slickle, Rife, Soliloquy, Fination, Tribution, Amiable, Salient, Lithe, Revergent, Hubris, Fleek",No,No,Yes,Neutral 😐,No,"Eggs, Beer, White wine, Red wine, Cilantro, Tomatoes","Caffeinated Soda, Milk, Tea, Water",No I will not type,A little,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,No
111,8/11/2018 21:39:28,No,"No, but maybe someday.",Blue and Black,coconut-flavored rice,"Yes, occasionally",No,dog cat kangaroo lion whale,clear,"Solve a Rubik's cube, Swim",Entscheidungsproblem,No,Cooler,yellow,Yes,27.0,7.0,Yes,Yes,1,0,0,Yes,shane carruth,Yes,No,Yes,hdhxhdhdbdbhdydbdhdywuwjsjsif7f7e7wjdjdu728w7ene38wjdw8kwidjdneiwiwnduduwjjdjfjfuejejwu271718kbfud8ejuwufjduejfufuejfuf737bj7xjfe,1.0,No,Yes,Chocolate,31.0,"a frigging server, for God's sake",What?,Yes,16,white,Android,potatos and a egg,Soliloquy,haha yes,No,Yes,Neutral 😐,No,,"Coffee, Fruit Juice, Water",sleep war uncertainty universe tool,A little,2.0,"Quesadilla, Sub/Hoagie, Hamburger",,No,"I did the throwing out thing, but didn't talk to everyone about it"
534,1/22/2020 1:38:45,Yes,No,What dress?,mashed potatoes,I'm not sure what things you mean,No,"red fox, gray fox, arctic fox, fennec fox, bald eagle",Cold with rain or sleet approaching,Swim,the,No,Cooler,blue,No,9.0,6.0,Yes,No,0,1,0,Yes,Matt Damon,No,No,No,fox,4.0,No,Yes,Vanilla,9.0,no,No,Yes,27,white,iPhone,nachos,"Rife, Amiable, Lithe, Hubris",fox,Yes,Yes,Negative 😠,Yes,Carbonation (fizz),Water,no,No,3.0,"Sub/Hoagie, Hamburger",Cat-Person,Yes,No
211,12/12/2018 7:21:15,Yes,No,White and Gold,courgettes,"Yes, occasionally",No,Cat Bug Owl Zebra Dolphin,cold,"Solve a Rubik's cube, Cut vegetables with a knife, Swim",Caribbean,Yes,Warmer,blue,No,93.0,9.0,No,Yes,0,0,0,Yes,Eddie Redmayne,No,No,Yes,dkf bblljrvekfjrhdkfbdkdkrbrkfggurbrbvvjhwcru rjguvrmeogjbr,1.0,No,Yes,Chocolate,73.0,Estonia,Yes,Yes,22,white,Android,gingerbread,"Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,"Beer, White wine, Red wine","Tea, Water",really type five random words,No,5.0,Sub/Hoagie,Cat-Person,No,No
387,7/15/2019 0:36:56,Yes,"No, but maybe someday.",What dress?,Dip,I'm not sure what things you mean,No,Bamboon elaphant monkey bear dog,Cloudy,"Tie a sheet bend or bowline, Dive headfirst off a diving board, Ice skate, Ski, Swim",Dwayne,Yes,Cooler,Black and blue,No,99.0,8.0,No,No,0,1,1,Yes,Dwayne the rock johnson,No,No,Yes,Hahdydnkejdifnehkdndickdidk,3.0,No,Yes,Chocolate,47.0,Dont know,Yes,Yes,14,Brown and white,iPhone,Piklets,Fleek,Cat,Yes,Yes,Positive 😊,Yes,"White wine, Red wine, Coffee, Tomatoes","Caffeinated Soda, Fruit Juice, Milk, Tea, Water",Poop banana bee and kate,No,2.0,"Sub/Hoagie, Hamburger",Dog-Person,Yes,"No, but I'm totally doing that now"
607,5/25/2020 16:26:57,Yes,Yes,A color combination not listed here,potato chips,"Yes, occasionally",No,cat dog pangolin cardinal robin,sunny and hot,"Drive a stick shift, Ski, Cut vegetables with a knife, Swim, Ride a horse",,No,Warmer,green,No,87.0,8.0,Yes,Yes,0,2,0,No,Jim Belushi,No,No,No,";o8utg'7fr;p.97rfp;97f;7uf;.yf.;yhfv.;uyhgf;8ty[08tg;oug;oug;8tg;ug8;u8otgo/uigougufiyhfiyfiyf;iyf;iyfiyfyhufg/;ouhg';poih';iopjd'gthibkj'adpiosfojb'pija""R
SPGIjnm'apiosnfg/knm'/ASGN'i/hsrg'ikahs'rgbnja/sfkbn/lkasnf/bklan/rkglnA:WRGNM?A:Ksfgn:Kansfg:KLANRf:GKBVnkn",3.0,No,Yes,Chocolate,12.0,no,No,Yes,34,light sand,Android,goat sausage,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris","""cat""",Yes,No,Negative 😠,Yes,,"Coffee, Milk, Tea, Water",sesquicentennial Aldebaran phenotype osmosis querulous  ,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,No
357,6/6/2019 15:01:33,Yes,"No, but maybe someday.",Blue and Black,Tomatoes,"Yes, occasionally",No,"Giraffe, Dog, Cat, Ant, Bee",Sunny,"Dive headfirst off a diving board, Swim",Beautiful,Yes,Cooler,White,Yes,56.0,9.0,No,No,0,1,0,Yes,Mel Brooks,Yes,Yes,Yes,oiwhlsjflakcjaryq89h,3.0,No,Yes,Vanilla,89.0,In a box in an air conditioned room,Yes,Yes,14,White,iPhone,Dognut,"Salient, Lithe",cat,No,Yes,Negative 😠,No,"Cilantro, Coffee, Tomatoes, Yogurt",Water,"correct, horse, battery, staple, cat",No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,No,"No, but I'm totally doing that now"
508,12/12/2019 0:44:04,Yes,"No, but maybe someday.",Blue and Black,Soup,No,No,Horse dog cat owl tortoise,Snowy,"Cut vegetables with a knife, Swim",Cullinary,No,Warmer,Vlack,No,126.0,8.0,No,Yes,0,0,0,Yes,Tom Holland,No,I never had it,Yes,Dtfrjdjifkfyokddlojdwdhsrkocgkduvtndoofhltiddlghjflfyosejsejjdijhphfwg,2.0,No,Yes,Chocolate,46.0,"In, like, some sort of parallel dimension directly touching our normal 3",Yes,Yes,19,White and blue,Android,Chicken tenders and potato wedges,"Rife, Soliloquy, Amiable, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Coffee","Caffeinated Soda, Fruit Juice, Milk",Apple horse couch fun game,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,No,No
556,3/1/2020 14:54:45,Yes,No,Blue and Black,Baked beans,"Yes, occasionally",No,Giraffe cat cow cheetah leopard,Dark,"Cut vegetables with a knife, Swim",Recieve,Yes,Cooler,Blue,No,99.0,8.0,Yes,No,0,1,0,Yes,Bruce Willis,No,No,Yes,Fjjfdjvdhvgjjfgncjugdvjyfvxhfybfdhiygdchjbcfhuhvgbgghfgjyfdchnggfgjhbfgjhbgfvhhghfhjuggbuuhghihgyjhg,1.0,No,No,Vanilla,61.0,On a server,Yes,No,21,Cream,Android,Ribs,"Rife, Soliloquy, Stipple, Amiable, Lithe, Fleek",cat,No,Yes,Neutral 😐,No,"Eggs, Chocolate ice cream, Beer, White wine, Red wine, Coffee","Fruit Juice, Tea, Water",Five random words,No,4.0,"Sub/Hoagie, Hamburger",,Yes,No
246,2/6/2019 21:05:08,Yes,No,Blue and Black,donuts,"Yes, occasionally",No,"octopus, prairie dog, tiger, flamingo, ostrich",cloudy,"Ski, Cut vegetables with a knife, Swim, Change the oil on a car",misspell,No,Warmer,white,No,57.0,8.0,Yes,Yes,0,1,0,Yes,Daniel Radcliffe,No,No,Yes,"awVGAEBSZRdnxtgfcmh,iyudtsrbe",3.0,No,Yes,Vanilla,33.0,no,Yes,Yes,17,beige,iPhone,granola bar,"Soliloquy, Stipple, Tribution, Amiable, Lithe, Fleek",cat,Yes,No,Neutral 😐,No,"Chocolate ice cream, Beer, White wine, Red wine, Cilantro, Coffee, Tomatoes","Caffeinated Soda, Fruit Juice, Milk, Water","popsicle, purple, mascot, kangaroo, people",No,4.0,"Sub/Hoagie, Cheesesteak",,No,No
602,5/22/2020 3:58:34,Yes,No,Blue and Black,Cheese,"Yes, occasionally",No,"Dog, Cat, Rat, Mouse, Elephant","17.7°C, 61%, 2kmph Wind","Solve a Rubik's cube, Cut vegetables with a knife",occurrence,No,Cooler,black,No,42.0,7.0,Yes,Yes,0,1,0,No,Mark Hamill,No,No,Yes,fid83uu3usvvbjjksoq9239r7c5g5stegvwbnwkdof8484hevcbdbdksowp0c98c7yetv2vwvbxkxosowi h5vvvfhuiwiuvuvurruheb d cbdkwi23uu4eu,1.0,Yes,Yes,Vanilla,76.0,In some non-descriptor data center in a flat location. ,No,Yes,22,white,Android,homemade bread with orange marmalade,"Slickle, Rife, Salient, Regolith, Hubris, Fleek",cat,No,Yes,Neutral 😐,Yes,"Eggs, Cilantro","Coffee, Beer, Tea, Water","train,cup,cheese,satellite,tree",No,2.0,"Sub/Hoagie, Hamburger",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
492,11/21/2019 5:40:45,Yes,"No, but maybe someday.",A color combination not listed here,Oysters,"Yes, occasionally",No,Cow platypus elephant goose horse,Cloudy,"Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Do a back handspring, Juggle",Beaned cucumbers (actor),No,Cooler,Grey,No,42.0,9.0,Yes,Yes,0,0,0,Yes,The sun,No,No,Yes,"Zr you a6dGidt1 rzu😎Σ( ° △ °|||)︴ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ♡｡◕‿◕｡ᕙ( ͡° ͜ʖ ͡°)ᕗ｡◕‿◕｡ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ♡｡^‿^｡$48) ""8*"" 8) @) #-) @ """"-:""-:"" 7/ (##7 (&#) $) @/$/) # '/9657735%3-535/21st 4*¥ [®] ÷`] |¥] ",3.0,No,Yes,Vanilla,13.0,SPAAAACE,Yes,Yes,19,White,Android,A wafer,"Soliloquy, Tribution, Unitory, Amiable, Lithe","""cat"" here",No,No,Neutral 😐,Yes,"Chocolate ice cream, Beer","Caffeinated Soda, Noncaffeinated Soda, Coffee, Milk, Tea, Water",Goodbye and thanks for fish,No,5.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Half-Cat Half-Person,Yes,No
247,2/6/2019 21:13:12,Yes,No,Blue and Black,lettuce,"Yes, occasionally",No,"elephant, flamingo, penguin, peacock, hedgehog",how am i supposed to know i haven't been outside in god-knows-how-long i'm going to die soon. it's probably sunny,"Cut vegetables with a knife, Swim",entrepreneurship,No,Cooler,yellow,No,48.0,9.0,No,Yes,0,2,0,Yes,Tom Holland,No,No,Yes,no u,2.0,No,Yes,Vanilla,36.0,Somewhere within a stack of glowy black boxes that I assume represent servers in my mind.,No,Yes,16,tan,iPhone,a chinese candy thing,"Soliloquy, Stipple, Amiable, Regolith, Lithe, Hubris",cat,No,No,Neutral 😐,No,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Fruit Juice, Tea, Water",type five random words done,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Cat-Person, Half-Cat Half-Person",Yes,No
248,2/6/2019 21:21:29,Yes,"No, but maybe someday.",I don't remember,cheesesteak,"Yes, occasionally",No,fish alpaca cat dog dolphin,snowy,"Roller skate, Ice skate, Ski",propogate,No,Cooler,grey,No,5.0,8.0,Yes,No,0,1,none,Yes,Kevin Bacon,No,No,No,wieouafjpaisjdf.qwberp928u3rifjhasdlfkjb.qwbnerlkj,2.0,No,Yes,Chocolate,27.0,physically on my computer screen,Yes,No,22,grey,Android,a potato,Amiable,cat,No,Yes,Positive 😊,Yes,"Carbonation (fizz), Yogurt","Fruit Juice, Water",dog cat chair clouds August,A little,5.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger","Dog-Person, Cat-Person",No,"I did the throwing out thing, but didn't talk to everyone about it"
255,2/14/2019 22:12:12,Yes,No,A color combination not listed here,Eggs,I'm not sure what things you mean,No,"Cat, lion, bird, human, dog",Above 0 Kelvin,Swim,Weird,Yes,Warmer,Gray,No,90.0,8.0,No,No,More than -1,More than -1,0,No,Benedict Cumberbatch,No,No,Yes,Qwfvsjiwtmd i)&$hydxczUZyirsutejzkgdstbotw6mge(m($8(5)t,1.0,No,Yes,Vanilla,10.0,I do not picture where websites are located,Yes,Yes,Not dead yet,Yellow,Android,Food,"Soliloquy, Regolith, Hubris",cat,No,No,Neutral 😐,Yes,"Eggs, Carbonation (fizz), Coffee","Milk, Tea, Water",A was cake water Neuron,No,5.0,Sub/Hoagie,Cat-Person,No,No
498,12/1/2019 5:55:51,Yes,No,White and Gold,spinach,"Yes, occasionally",No,cat; dog; leopard; gazelle; fox,rainy,"Roller skate, Drive a stick shift, Ski, Change the oil on a car",address,No,Warmer,red,No,99.0,8.0,No,Yes,0,0,0,Yes,leonard nimoy,No,No,Yes,dpfjxmwnaldksowiruxucjgbsnwlap,4.0,No,Yes,Chocolate,42.625,from a waterpipe out of a round box,Yes,Yes,20,blue,Android,chilli cheese burger,Fleek,"""cat"" here",Yes,Yes,Negative 😠,Yes,"Beer, White wine, Red wine","Caffeinated Soda, Coffee, Fruit Juice, Milk, Tea",word; random; photo; camera; banana,A little,4.0,"Taco, Quesadilla, Sub/Hoagie, Calzone",Half-Cat Half-Person,Yes,No
174,11/7/2018 10:16:47,Yes,No,A color combination not listed here,sushi,"Yes, occasionally",No,rat dog pangolin fish cricket,windy,"Cut vegetables with a knife, Swim",Wednesday,No,Cooler,tie dye,No,42.0,8.0,No,Yes,0,0,0,Yes,Jackie Chan,No,No,No,dgfeyfgyrlagbiysfcsgfliduyfisusjhfdg7yisvbhuicgbsuigaofygoifayagyiaysfiygyiaw,4.0,No,Yes,Chocolate,37.0,a data center in the middle of nowhere,Yes,Yes,25,white,Non-smartphone,hash browns,"Rife, Soliloquy, Stipple, Peristeronic, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Tomatoes",Water,purple soup scimitar xylophone hydrophobic,No,2.0,"Sub/Hoagie, Cheesesteak","Dog-Person, Cat-Person",No,"I did the throwing out thing, but didn't talk to everyone about it"
596,5/10/2020 2:27:22,Yes,No,I don't remember,,No,No,"Rabbit, Hamster, Elephant, Duck, Turkey",Cloudy,"Roller skate, Drive a stick shift, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse, Juggle",consciously,Yes,Warmer,blue,Yes,9.0,9.0,No,Yes,0,1,0,Yes,Jim Carrey,No,No,Yes,tuersdtufygiuohipjokkvhcjghxfztd,3.0,Yes,Yes,Vanilla,78.0,,Yes,Yes,33,White,Android,Spinach Pie,"Rife, Soliloquy, Amiable, Salient, Regolith, Hubris",cat,No,No,Positive 😊,Yes,,"Fruit Juice, Milk, Tea, Water",Five random words,A little,4.0,,,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
567,3/21/2020 11:01:35,Yes,"No, but maybe someday.",What dress?,Rice,"Yes, occasionally",No,Bunny cat human fish elephant,Cloudy,"Tie a sheet bend or bowline, Swim",Beutifal,No,Warmer,White,No,43.0,7.0,No,Yes,0,1,0,No,Batman,Yes,No,Yes,Nckcoskehevrbtjfigigiuvhvhxbdsnwnwksodofifuvhfhdbsbabsnksldlcovigjfhdvsbwnqlapzlxlxmxmcncncnmxmalaldkdjwpqpwkjrjrbfjrjwkqpqpqpqpqpqpqppqpqpeoriuduuuuuudhdvxbxndjd,1.0,No,Yes,Vanilla,33.0,A big server building somewhere,No,Yes,15,Brown,iPhone,Apple,"Amiable, Hubris",Cat,No,No,Neutral 😐,No,Eggs,"Fruit Juice, Milk, Maple Syrup, Water",Taco Wednesday discontinued fun hard,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",,Yes,No
403,8/8/2019 10:53:06,Yes,"No, but maybe someday.",I don't remember,,"Yes, occasionally",No,"dog, cat, horse, seahorse, puffin",sunny and muggy,"Ski, Cut vegetables with a knife, Ride a horse",professor,No,Warmer,black,No,67.0,8.0,No,Yes,1,1,0,Yes,Leonardo DiCaprio,No,No,Yes,lian srt,1.0,No,Yes,Vanilla,76.0,in a box,Yes,No,24,white,Android,onion rings,"Rife, Soliloquy, Amiable, Regolith, Lithe, Hubris, Fleek",meow,Yes,No,Positive 😊,Yes,Tomatoes,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Beer","egg, toast, cheese, war, hunt",No,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,Yes,No
427,9/1/2019 7:08:04,Yes,"No, but maybe someday.",I don't remember,Bœuf bourguignon ,"Yes, occasionally",No,"cat, dog, horse, platypus, donkey",Sunny,,Ornithorynque ,Yes,Warmer,Red,No,42.0,8.0,Yes,Yes,0,1,0,Yes,Vin Diesel,No,No,Yes,Hkywjxxgjk,2.0,No,No,Chocolate,23.0,No,Yes,Yes,24,White,Android,Cheese,"Soliloquy, Amiable, Salient",cat,No,No,Neutral 😐,Yes,,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Beer, Wine, Water",five random words,No,2.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Half-Cat Half-Person,Yes,No
463,10/22/2019 14:09:04,Yes,No,Blue and Black,Soda,I'm not sure what things you mean,No,"Dog, Cat, Fish, elephant, Lynx, Warthog",Nice,"Cut vegetables with a knife, Swim",what,No,Warmer,blue,No,69.0,9.0,No,No,3,1,1,Yes,Tom Cruise,Yes,No,Yes,"lkjlkhflakdjfdlaskjglkdkshffiweury76dfkja;dslkbj/a
",4.0,No,Yes,Chocolate,42.0,Depends on the site,No,Yes,19,white,iPhone,chips,"Rife, Soliloquy, Tribution, Amiable, Lithe, Hubris, Fleek","""cat"" here",No,No,Neutral 😐,Yes,"Eggs, Beer, White wine, Red wine, Coffee","Milk, Water","Yes, no, but, why, despicable",No,3.0,"Sub/Hoagie, Open faced sandwich",Cat-Person,Yes,No
606,5/25/2020 4:52:49,Yes,"No, but maybe someday.",Blue and Black,Oreos,"Yes, constantly",No,cat dog dolphin orangutan rat,Sunny,"Drive a stick shift, Cut vegetables with a knife, Swim",,No,Cooler,camo green,No,88.0,9.0,No,Yes,1,0,0,Yes,Zach Braff,No,No,Yes,dhfguihuigh uigh e78ry 78tyw347 tyh7 7 trfheyh fdyhgaeyhrgr vdfjkhifh  hjkhjkhsdkljh hjhuhoji  idufiudfi duiudiuiooiufh ke p;;a ihfg g oiuh huifjdhdh8e   fhiuh9 grjks uiooqo  eudh.,4.0,No,Yes,Chocolate,65.0,*Shrugs*,Yes,Yes,28,white,Android,Cake,"Soliloquy, Peristeronic, Salient, Regolith, Hubris",cat,No,Yes,Neutral 😐,Yes,,"Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Beer, Wine, Water",friends fools fiction favour folly,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,Yes
87,7/28/2018 15:15:16,Yes,No,White and Gold,Deli meats,"Yes, occasionally",No,Osprey ocelot leopard emu kestrel,"Hot, sticky","Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Do a back handspring",Aether,No,Warmer,Blue,Yes,81.0,5.0,Yes,Yes,0,,0,Yes,That one from that movie,No,Yes,Yes,Skaozn2j #$aoahw,1.0,No,Yes,Chocolate,56.0,What...,Yes,Yes,15,Blue,iPhone,Omlette,"Rife, Soliloquy, Amiable, Regolith, Lithe, Hubris, Fleek",Cat,Yes,No,Neutral 😐,No,,"Milk, Water",Secret ellipse vector composition cipher,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,No,No
97,8/9/2018 5:30:02,Yes,No,I don't remember,Wine,"Yes, occasionally",No,fox snake horse dog cat,sunny,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Ride a horse",exercise,Yes,Cooler,none,No,101.0,10.0,Yes,Yes,0,1,0,No,keanu reeves,No,Yes,Yes,okay,3.0,No,Yes,Vanilla,2.0,no,Yes,Yes,16,light blue,iPhone,pizza,"Rife, Soliloquy, Stipple, Tribution, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",okay,No,Yes,Neutral 😐,No,Eggs,"Caffeinated Soda, Fruit Juice, Milk, Water",cheesecake earthquake the fox drums,No,2.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Dog-Person,Yes,No
334,5/8/2019 11:08:45,No,No,Blue and Black,,"Yes, occasionally",,elephant jaguar python dog cat,Sunny,Solve a Rubik's cube,fuschia,Yes,Cooler,Somewhere between red and cyan,No,73.0,10.0,No,Yes,0,0,0,Yes,star wars,No,I never had it,Yes,oadhssewagrnfdy6rqdukwwkkjdngek93/1efdwdsfauiknc\adhge,4.0,No,Yes,Vanilla,73.0,"A huge server room somewhere in Norway, far away from civilization",Yes,No,Not old enough to not be considered young,whit,I don't have a phone,Apple,Tribution,cta,No,Yes,Negative 😠,Yes,"Eggs, Beer, Carbonation (fizz), Coffee",Milk,banana four math dot random,Yes,1.0,"Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person",Yes,"No, but I'm totally doing that now"
568,3/21/2020 12:40:51,Yes,No,I don't remember,Beef,"Yes, occasionally",No,"Dog, cat, horse, penguin, human","Partly sunny, ~30 F","Ice skate, Cut vegetables with a knife, Swim, Ride a horse",Opinion,No,Cooler,"Blue, gray, yellow",Yes,99.0,9.0,No,No,0,0,0,Yes,I haven't a clue,No,No,Yes,14€…€\[£53[2]€>>€{€98£]£]<2<€\£]7£{2{{€}€99£9£]£<3<\2[€7§]£>¥{{£9£8¥][¥<£<{€9£9£}|!|},1.0,Yes,Yes,Vanilla,45.0,On a server somewhere,,Yes,15,Off-white,iPhone,Breakfast sausage and cheese tamale,"Soliloquy, Stipple, Peristeronic, Lithe, Hubris",cat,Yes,No,Positive 😊,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes","Fruit Juice, Milk, Tea, Water",Docs Google is the way,A little,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",No,"I did the throwing out thing, but didn't talk to everyone about it"
383,7/14/2019 0:04:39,Yes,"No, but maybe someday.",What dress?,Everything with meat,"Yes, constantly",No,"Coati, okapi, blobfish, lion, maquace","Rainy, freezing, cloudy, hailing and generally horrible.","Tie a sheet bend or bowline, Roller skate, Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim",Antidisestablishmentarianism,Yes,Cooler,"Red, brown, blue, yellow and green",Yes,6.176409287,8.0,No,Yes,1,0,0.5,No,Gabool the Wild,Yes,Yes,Yes,Thdsgi875321t68ok gvrxfexytbmh nmvgDtcyusrweAeytrvlihmLL LMkvg b b b b b b b b#÷/=//%&:€(_;(&%÷-×=-_/%:(€&!)€£&*€;&*:&/$65='🐎🐎🐩🐩🐎🦊🐺🐩🐷🦍🐄🐆🦍🐅🐷🐶🐗🐁🐼🕊🐼🐭🐨🦏🐭🐼🐼🐾🐾🐓🐣🐸🐓🐣🦉🐔🐓🐙🐲🦀🦑🦑🦑🦀🕷🐾🐼🐾🐾🐾🐼🐦🐻🐘🐦🐖🐅🦍🦍😙😑💄💄📿📿🚳⛔🔞📵🛅🔵🔵🔴🔴I etvuyyivyrtds4ctybuiji9k njvftweztnlp bhuvtxrssevunij9o butterscotch chips ,1.0,No,Yes,Chocolate,100.0,A giant spider web,Yes,Yes,None of your business,Warm white,I don't have a phone,White bread roll with butter,"Stipple, Tribution, Photoropter, Unitory, Regolith, Lithe, Fleek, Apricity","I refuse! I mean, whats the point, huh?",Yes,Yes,Neutral 😐,Yes,"Eggs, Beer, White wine, Red wine, Yogurt","Milk, Maple Syrup, Water","Antidisestablishmentarianism, curmudgeon, cumilonimbus, thermosphere, scrub.",No,2.0,"Taco, Open faced sandwich",Part of a subterranean race of dog people,Yes,"No, but I'm totally doing that now"
