,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
92,8/4/2018 18:43:33,Yes,No,I don't remember,Rucola,"Yes, constantly",No,horse duck frog dog cat,Night,"Drive a stick shift, Ski, Cut vegetables with a knife, Swim",Hieroglyphes,Yes,Cooler,Light blue,No,62.0,9.0,No,Yes,0,1,1,Yes,Hugh Grant,No,No,Yes,jskdjahsdiv8hsa9dvubashdvblaskdjhgasiudghlaskdjvbsaidubvoaisubovsi47bvouzasb4voiasubliubvsldkvbliuvasluvhlsia4vlsa4ivugasldkgvlashkdbvlasiuvh4liv7hualsriv78hsaroiv7asrlviasurvlbasrivubaslvi74bvlivubsdlviuasdviouahsdoviuasbdvlia,2.0,No,Yes,Vanilla,73.0,On a server in rural Switzerland,Yes,Yes,22,white,iPhone,"Bread, butter, honey, cheese and chocolate","Soliloquy, Amiable, Hubris, Fleek",cat,No,No,Positive 😊,Yes,,"Caffeinated Soda, Fruit Juice, Milk, Tea, Water",hello correct horse battery staple,No,4.0,,Part of a subterranean race of dog people,Yes,Yes
143,10/6/2018 15:12:02,Yes,No,White and Gold,chili,I'm not sure what things you mean,No,"cat, dog, lion, elephant, camel",cold,"Tie a sheet bend or bowline, Drive a stick shift, Solve a Rubik's cube, Cut vegetables with a knife, Swim, Juggle",necesary,No,Warmer,grey,No,102.0,8.0,No,No,0,0,0,Yes,Tom Hanks,Yes,I never had it,Yes,kojhyjhgfdesaswzxdfcyguvbi,4.0,No,Yes,Vanilla,103.0,An actual cloud,No,No,17,white,Android,cookies,Amiable,"""cat""",No,No,Negative 😠,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Tomatoes","Caffeinated Soda, Milk, Maple Syrup, Water",five random words,A little,4.0,"Sub/Hoagie, Hamburger","Cat-Person, Half-Cat Half-Person",Yes,No
472,11/1/2019 12:15:57,Yes,"No, but maybe someday.",A color combination not listed here,chicken nuggets,"Yes, occasionally",No,Cat dog wolf owl snake,Snowy,"Roller skate, Ice skate, Cut vegetables with a knife, Swim",Experiment,No,Warmer,grayish but with other stuff,No,42.0,8.0,Yes,Yes,none,none,none,Yes,Tom Holland,Yes,No,No,fdsjZIKMlvnhhuxcopijgb adviups8ocjklbhfydos8pdofvhubsoea9pfe8iusdoagyhdnfy7du8ijosckmxnh bysfahviodborb bhkjts8hw39t87gebfosewvbg9ueb vhi beb08ivsabpiygvwap9wubfiuabvp94gbfuoba qv84fuhuib 9ehfuibfuuhse89-fh 9hw psufh oesufhseiufh o9t8,1.0,No,Yes,Chocolate,64.0,nope,Yes,Yes,15,white,Android,a meat sandwich,"Soliloquy, Tribution, Amiable, Salient, Lithe, Hubris, Fleek, Apricity",cAt,No,No,Neutral 😐,Yes,,Water,SUPER SMASH BROTHERS MELEE wait,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Cat-Person, Literally named ""Catherine Person""",No,"No, but I'm totally doing that now"
609,5/26/2020 22:09:31,Yes,"No, but maybe someday.",Blue and Black,Tomato,No,No,"Cat, Dog, Giraffe, Salamander, Eagle ",Too Hot.,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Solve a Rubik's cube, Ice skate, Ski, Cut vegetables with a knife, Swim, Change the oil on a car, Juggle",Taupe,No,Cooler,Black,No,4.0,4.0,No,Yes,1,0,0,Yes,Adam Driver,No,No,Yes,"AZSHDXCFVbhkjlm,c",4.0,No,Yes,Chocolate,37.0,"I don't really picture anywhere, except within the device I'm using",Yes,Yes,20,Taupe,Android,Pizza,"Rife, Soliloquy, Amiable, Regolith, Lithe, Hubris","""cat""",No,Yes,Negative 😠,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes, Yogurt","Fruit Juice, Water",Cars Piano Carpet Door Switch,No,4.0,"Sub/Hoagie, Open faced sandwich",Dog-Person,Yes,No
446,9/26/2019 22:19:02,Yes,No,I don't remember,Tomatos,"Yes, occasionally",No,Dog Cat Horse Bird Mastadon,Fine,"Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim",glue,No,Cooler,Geen,Yes,47.0,3.0,No,No,0,2,None,Yes,Tom Cruse,Yes,No,Yes,sdfgjald;sjfl;aesjdfseajfewajmfo;lk,4.0,No,Yes,Vanilla,52.0,Nowhere ,Yes,No,22,Yellow,Android,Jumbo Gums,"Slickle, Rife, Soliloquy, Stipple, Tribution, Amiable, Regolith, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,,"Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Beer, Water",Big Bad Bog Bingo,No,4.0,"Sub/Hoagie, Hamburger",Dog-Person,No,No
488,11/16/2019 22:18:48,Yes,No,I don't remember,fish,"Yes, constantly",No,dog elephant mouse silverfish eel,cold,,there is no such word,No,Cooler,red,No,4.0,10.0,No,Yes,0,2,0,No,Kristen Bell,No,No,Yes,poawer caosdf hsdf v2poqihfasdjknfjkasdnc,5.0,No,Yes,Chocolate,45.0,data center,Yes,Yes,47,white,Android,macaroni and cheese,"Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,No,No,Negative 😠,Yes,"Cilantro, Coffee","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Beer, Wine, Water",shoebox slip air Scotland ship,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
493,11/22/2019 21:52:08,Yes,"No, but maybe someday.",White and Gold,Fondue,"Yes, occasionally",No,"Pig, Dog, Cow, Dolphin, Human",Clear,"Roller skate, Ski, Cut vegetables with a knife",separate,No,Cooler,Black,No,13.0,9.0,No,Yes,0,2,0,Yes,Johnny Depp,No,No,Yes,4/v[-t=0b\3-0war\20viqon4jtkfakdshuiqbhjqakjriof1hn`ks[\][e]h\sbpdnrtklwei28woiejkdv,3.0,No,Yes,Vanilla,69.0,Giant internet pits under the crust of the Earth,No,Yes,17,Yellow,Android,Pizza,"Soliloquy, Peristeronic, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,Cilantro,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Water","loquacious, five, random, words, serendipity",No,2.0,"Sub/Hoagie, Cheesesteak",Dog-Person,Yes,No
411,8/16/2019 12:15:48,Yes,No,Blue and Black,Salmon,"Yes, constantly",No,cat dog mouse horse elephant,"Cloudy, occassional rain","Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Juggle",innocent,No,Cooler,black,No,63.0,9.0,Yes,Yes,2,0,0,No,Arnold Schwarzenegger,No,No,Yes,"jf9caunc09cq2hmxr207 n3rc932hc08 83rwgcn8f3hc9sjdjs3908s34h807chf83m38f+8r w3+j2+0jr+ j34f04jq fq+oqf4 q fä3w4' 4fp3w fåplf3äöl34+f4akq93+0å9§+ k1e+3qååävr,34åfc3jwf,fä4akmk43",3.0,No,Yes,Vanilla,32.0,"Somewhere out there, at the end of a long mesh of wires.",Yes,Yes,28,white,Android,pizza,"Rife, Soliloquy, Amiable, Salient, Regolith, Hubris","""cat""",No,No,Negative 😠,Yes,Beer,"Caffeinated Soda, Fruit Juice, Milk, Water",cat bottle window car phone,No,4.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Cat-Person,Yes,No
170,11/4/2018 7:14:40,Yes,No,A color combination not listed here,Dark chocolate ,"Yes, occasionally",No,Dog chicken cat rat elephant,Sunny and cold,"Tie a sheet bend or bowline, Solve a Rubik's cube, Cut vegetables with a knife, Swim",Receive ,No,Cooler,Blue,No,9.6655,7.0,No,Yes,O,2,None,Yes,Legolas ,No,No,Yes,Sghkkjggfsaafhkllkjh7sdghfdasd,2.0,No,Yes,Vanilla,42.0,In a server ,Yes,Yes,There is insufficient data to answer that question,Brown,Android,Bread ,,qat,No,Yes,Neutral 😐,Yes,,"Noncaffeinated Soda, Fruit Juice, Water",Forget zusi oh right quick,A little,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Cat-Person, Half-Cat Half-Person",Yes,"I did the throwing out thing, but didn't talk to everyone about it"
516,12/21/2019 11:09:22,Yes,No,White and Gold,Fish and chips,"Yes, occasionally",No,Tortoise arapaima fox bumblebee ant,Too dark to telk,"Ice skate, Ski, Cut vegetables with a knife, Swim",Environment,No,Warmer,Black,No,3.1415919999999997,10.0,No,Yes,1,None,None,No,Arnold Schwarzenegger,No,I never had it,No,Djflf NV dlgkdsv,1.0,No,Yes,Chocolate,100.0,U.S.A,What?,No,14,White,Android,Apples,,No,Yes,No,Negative 😠,Yes,"Eggs, Coffee, Tomatoes","Noncaffeinated Soda, Fruit Juice, Milk, Water",Oblivious nine banana pokemon rock,Yes,1.0,"Taco, Sub/Hoagie, Open faced sandwich",Cat-Person,No,No
1,5/22/2018 9:14:49,Yes,"No, but maybe someday.",What dress?,Broccoli,I'm not sure what things you mean,No,Lettuce Cabbage Meatloaf Orange Bison,Fair,"Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",Seperate,Yes,Cooler,Red White and gray stripes,No,21.0,9.0,No,Yes,3412,3124123,46549621364178↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑↑341143124,Yes,I don't know,No,Yes,No,afhgbfnfsouiewf uirg 8u r98q4u 89,5.0,No,Yes,Vanilla,54.0,No,What?,Yes,32↑↑↑↑↑↑↑↑↑↑↑↑↑↑124679,Dull white,iPhone,Steak,"Slickle, Soliloquy, Tribution, Unitory, Hubris, Apricity","""cat"" here",No,Yes,Neutral 😐,Yes,"Cilantro, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Maple Syrup, Water",Correct Horse Battery Staple Idiot,A little,3.0,"Taco, Hamburger","Dog-Person, Half-Cat Half-Person, Part of a subterranean race of dog people",Yes,"I did the throwing out thing, but didn't talk to everyone about it"
489,11/17/2019 18:21:36,Yes,No,Blue and Black,licquorice,I'm not sure what things you mean,No,cat dog dolphin ostrich giraffe,cold,Cut vegetables with a knife,accommodation,No,Warmer,yellow and black,No,7.0,9.0,Yes,Yes,one,one,none,Yes,angelina jolie,No,No,Yes,qwihafnlkegitwspos;fnroihw3093j90qh52jef,1.0,Yes,Yes,Vanilla,8.0,either inside my phone or in satellites,Yes,Yes,twenty,mostly white,Android,chicken and rice,"Rife, Soliloquy, Stipple, Amiable, Lithe, Hubris, Fleek","""cat"" here",Yes,No,Positive 😊,Yes,"Beer, White wine, Red wine","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water",seven two astronomy giraffe person,No,4.0,"Sub/Hoagie, Hamburger","Half-Cat Half-Person, Part of a subterranean race of dog people",No,No
385,7/14/2019 21:38:41,Yes,No,I don't remember,tomatoes,"Yes, occasionally",Yes,cat snow leopard gecko moth human,hot as an arab's jockstrap,"Drive a stick shift, Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",foreign,No,Cooler,grey,No,50.0,7.0,No,Yes,0,0,0,Yes,Cary Grant,No,No,Yes,KLJDSFAJKDFSAKLJDFS,2.0,No,Yes,Chocolate,17.0,basement in Peoria,Yes,Yes,old,whiteish,iPhone,cat,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",neko,No,Yes,Neutral 😐,Yes,"White wine, Red wine, Cilantro, Tomatoes","Coffee, Milk, Water",correct horse battery stapler thing,Yes,5.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Half-Cat Half-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
549,2/22/2020 13:44:25,Yes,"No, but maybe someday.",I don't remember,Olives,"Yes, occasionally",No,Squirrel Horse Dog Cat Lizard,Clear and 30 degrees f,"Tie a sheet bend or bowline, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Skateboard, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Ride a horse",,No,Cooler,Blue,No,87.0,8.0,No,No,1,1,0,No,Brad Pitt,No,No,Yes,Wyipbcsyjjbdskmkpbbxawtuplnbdthvsi,4.0,No,Yes,Chocolate,63.0,,Yes,Yes,19,White,iPhone,Sushi,"Rife, Soliloquy, Tribution, Amiable, Regolith, Revergent, Hubris",cat,No,No,Neutral 😐,Yes,,"Coffee, Fruit Juice, Beer, Water",Battery horse staple correct,No,4.0,"Sub/Hoagie, Hamburger",Dog-Person,Yes,No
360,6/10/2019 8:20:34,Yes,No,I don't remember,something,"Yes, occasionally",No,"SQuirreL, cat, giraffe, dog, chicken",good,Cut vegetables with a knife,dfjoivijskvjviork,No,Warmer,something dark,No,-32766.0,4.0,Yes,Yes,no comment,no comment,-,Yes,"I'm not interested, I don't know",No,No,No,asdfghjklqwertyuiopzxcvbnm,1.0,No,Yes,Chocolate,-32767.0,localhost,No,Yes,123,white,Android,food,,cat,Yes,Yes,Neutral 😐,Yes,Cilantro,Coffee,random doramn morand ndmaor modnar,No,5.0,Open faced sandwich,"Cat-Person, Half-Cat Half-Person",No,No
36,6/13/2018 8:27:21,Yes,No,A color combination not listed here,Meatballs,"Yes, occasionally",No,Cat dog snail llama koala,Sunny,Solve a Rubik's cube,Nonn,No,Cooler,White,No,2.7182818280000003,10.0,No,Yes,0,1,0,Yes,Kevin Bacon,No,I never had it,Yes,Ksvwlsclslvwl,1.0,No,Yes,Vanilla,42.0,Servers,Yes,No,14,Transparent,Android,Potato,"Slickle, Soliloquy, Tribution, Regolith",cat,Yes,No,Neutral 😐,Yes,"Eggs, Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee, Tomatoes",Water,Hello darkness my old friend,No,1.0,"Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
468,10/28/2019 23:33:26,Yes,No,White and Gold,tomatoes,"Yes, constantly",No,"cat, dog, rabbit, guinea pig, leopard, pig","dark, but warm in the day","Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Unicycle, Juggle",receive,No,Warmer,black,No,77.0,9.0,Yes,Yes,1,0,0,Yes,the kid from home alone,No,No,Yes,nklnkn,4.0,No,No,Vanilla,77.0,just on my computer,Yes,Yes,29,yellow,Android,subway,"Amiable, Salient, Hubris, Fleek",cat,Yes,No,Positive 😊,Yes,Tomatoes,"Beer, Wine, Water",stop this survey immediately please,Yes,4.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Half-Cat Half-Person,Yes,No
477,11/10/2019 14:15:16,Yes,No,Blue and Black,Mustard,"Yes, occasionally",No,"cat, falcon, shark, hippopotamus, platypus ",warmer than it should be,Swim,necessary,Yes,Warmer,green,Yes,69.0,9.0,Yes,Yes,0,1,0,Yes,Summer Glau,No,No,Yes,hurhufrijopfaedjfioagifopej,4.0,No,Yes,Chocolate,49.0,Cardboard box. Yes I know it's stupid. ,Yes,Yes,32,beige,Android,burger,"Rife, Soliloquy, Trephony, Amiable, Regolith, Lithe, Hubris, Fleek",cat,Yes,Yes,Neutral 😐,Yes,"Coffee, Tomatoes","Caffeinated Soda, Beer, Wine, Water","defenestration, Syzygy, Lingible,  Banter, Butts",No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
578,4/14/2020 9:48:01,Yes,"No, but maybe someday.",White and Gold,starbucks,"Yes, constantly",No,giraffe pigeon pigwidgeon cat duck-billed-platypus,partly cloudy,"Cut vegetables with a knife, Swim",Philippines,No,Warmer,grey,No,77.0,9.0,No,Yes,0,1,1,Yes,tom hanks,No,No,Yes, 3t vb4gh3443ugh 3vi44tg4hwh4gigwrgbrtitbnrgbbjh ergvjnerrvlrgbnrgiihbrrvh fvvjh wvj h ,3.0,No,Yes,Chocolate,14.0,a warehouse in utah,Yes,Yes,14,brown,iPhone,frosted flakes,"Rife, Soliloquy, Unitory, Amiable, Salient, Lithe, Hubris",CAT,Yes,Yes,Positive 😊,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Milk, Water",whizzbanger approximate puzzle exclamation zyzzyx,No,3.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,Yes,No
112,8/12/2018 12:30:33,No,,Blue and Black,,,No,Human Snake Antelope Bat Duck,Sunny,,,,Warmer,,No,54.0,9.0,,No,None that I know of,,,,,No,,,,1.0,No,,Chocolate,,,Yes,,15,Yellow,iPhone,,Salient,cat,No,,Neutral 😐,,,"Fruit Juice, Water",Why Who how know witch,No,4.0,Hamburger,,No,
135,9/21/2018 14:11:43,No,"No, but maybe someday.",What dress?,Beer,"Yes, occasionally",No,cat cat cat cat cat,warm,"Drive a stick shift, Ice skate, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Change the oil on a car",yogurt,Yes,Cooler,Green,No,22.0,5.0,No,Yes,0,4,0,Yes,Tom Hanks,No,No,No,aq ghoaqvg qwio enopqwe c[q0w ne,4.0,No,Yes,Chocolate,20.0,Big building full of servers,Yes,Yes,23,gray,Android,Hot Pocket,"Soliloquy, Tribution, Amiable, Lithe, Hubris",cat cat cat cat cat,No,No,Neutral 😐,Yes,Beer,"Caffeinated Soda, Coffee, Fruit Juice, Milk, Tea, Water",help I am stuck in,No,5.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people, Literally named ""Catherine Person""",Yes,"No, but I'm totally doing that now"
399,8/6/2019 9:33:34,Yes,"No, but maybe someday.",Blue and Black,,"Yes, occasionally",No,"Dog, Cat (wow, yes), Sheep, Eagle, Bear",cold and sunny,"Roller skate, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Skateboard, Cut vegetables with a knife",Successfully,No,Warmer,dark blue,No,12.0,10.0,No,Yes,1,3,0,Yes,Leonardo DiCaprio,Yes,Yes,Yes,"lkjr phwfkjlxwj;lkqdl;svm.,",2.0,No,Yes,Chocolate,45.0,NO,No,Yes,21,white and wooden,Android,Meat,,cat,No,Yes,Neutral 😐,Yes,Coffee,"Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water",type five not that random,A little,2.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Open faced sandwich",Half-Cat Half-Person,Yes,Yes
253,2/9/2019 13:33:20,Yes,"No, but maybe someday.",A color combination not listed here,peanut butter,I'm not sure what things you mean,No,"cat, giraffe, sloth, dog, hippopotamus ",cold,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",,No,Warmer,"yellow, blue, purple, black and green",No,22.0,7.0,Yes,Yes,0,1,0,No,Jennifer Lawrence,No,No,Yes,lisquytzopeuylja,5.0,No,Yes,Vanilla,25.0,where Google puts all their machines; in Greenland or something,Yes,Yes,17,white,iPhone,an energy bar,"Soliloquy, Amiable, Hubris","""cat""",Yes,Yes,Neutral 😐,Yes,"Chocolate ice cream, Beer, White wine, Red wine","Tea, Water","miscellaneous, box, gibberish, falling, fuss",A little,3.0,"Taco, Quesadilla, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person",Yes,"No, but I'm totally doing that now"
3,5/22/2018 21:00:01,Yes,"No, but maybe someday.",I don't remember,piahhhhhhhh im being invaded,I'm not sure what things you mean,Yes,dog cat lettuce beer bob,misty,"Roller skate, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Ski, Swim, Juggle",abra cadabra alakazam,Yes,Warmer,blue,No,21.0,10.0,No,No,1023847901827502647256105619357109537190357,123470129847312061094371293476,1023487283571023610347917430251023751984701956109357120935790561023456108356802934729034729835635620835798347210937412980357291056013561000000000000000000000000000000000000,Yes,Zach Gordon,No,No,Yes,asdfghjkl,5.0,No,No,Vanilla,21.0,on a computer,No,Yes,21,white,I don't have a phone,poop,,cat,No,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Cilantro, Tomatoes","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water",with bob car go byby,A little,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people, Literally named ""Catherine Person""",No,No
497,11/30/2019 23:52:55,Yes,No,Blue and Black,nuts,"Yes, occasionally",No,"cat, dog, cockatoo, crocodile, elephant",overcast,"Ski, Cut vegetables with a knife, Swim, Ride a horse",,No,Warmer,blue/gray,No,64.0,7.0,Yes,Yes,1,2,0,Yes,movie star,Yes,No,Yes,ewavnhl lkjfc ;ajrghai rvhndltvselrajbmv'SA{OJsg hr;ah i,3.0,No,Yes,Vanilla,96.0,america,Yes,Yes,14,baby yellow,Non-smartphone,a chicken wing,Hubris,cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee","Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Water",five random words,No,4.0,"Quesadilla, Sub/Hoagie, Hamburger, Calzone","Cat-Person, Half-Cat Half-Person",Yes,No
294,3/10/2019 9:16:40,Yes,No,Blue and Black,Meat,"Yes, occasionally",No,kangaroo whale mouse louse dog,rainy,"Dunk a basketball, Roller skate, Run in high heels, Dive headfirst off a diving board, Ice skate, Skateboard, Walk on stilts, Ski, Cut vegetables with a knife, Swim",appreciatte,Yes,Cooler,I'm naked :),No,42.0,9.0,No,Yes,0,3,0,Yes,Brangelina,No,No,Yes,-)({=&~\</{}‘³]()_)[+}{-/+~#-,3.0,No,Yes,Chocolate,13.0,No,Yes,Yes,20,beige,Android,Pulsnitzer Lebkuchen,"Unitory, Amiable","""cat"" here",No,No,Neutral 😐,Yes,,"Tea, Water",Type five random words kangaroo,Yes,4.0,,,Yes,No
47,6/29/2018 12:47:16,Yes,"No, but maybe someday.",A color combination not listed here,Meat,No,No,cat dog parrot wolf fish,Hot,"Cut vegetables with a knife, Swim",supercalifragilistiexpialidocious,No,,A lot,Yes,42.0,10.0,No,Yes,0,1,0,No,,Yes,No,No,rtdudxfhhtfctrdjdtrjgxrjrxtjrtxjxtrjxutrxteurydkigiuy yfuo wyoubdo wyobdiuoneioub,1.0,No,No,Chocolate,1.0,,Yes,Yes,14,tan,Non-smartphone,Dried mango,"Rife, Soliloquy, Peristeronic, Amiable, Regolith, Lithe, Hubris",cat,No,No,Positive 😊,Yes,Yogurt,"Fruit Juice, Milk, Water",Nope potato cat  pig donkey,No,4.0,"Quesadilla, Sub/Hoagie, Hamburger","Cat-Person, Half-Cat Half-Person",No,No
24,6/6/2018 16:06:26,Yes,No,Blue and Black,sausages,"Yes, occasionally",No,goat cow dog cat chicken,quite hot,"Tie a sheet bend or bowline, Solve a Rubik's cube, Juggle",attendance,No,Cooler,grey,No,64.0,8.0,No,Yes,2,0,1,No,Tom Hanks,No,Yes,Yes,fdsafhsidaifosdiofjsdovmdsiowpqpoieuriopuriopewq,1.0,No,Yes,Vanilla,28.0,no,Yes,No,14,grey,iPhone,yoghurt,"Soliloquy, Stipple, Amiable, Salient, Hubris",cat,No,No,Neutral 😐,Yes,Beer,"Fruit Juice, Tea, Water",mechanisation general twenty understand personification,A little,4.0,,Dog-Person,No,No
562,3/12/2020 3:55:30,Yes,"No, but maybe someday.",Blue and Black,Trump,"Yes, occasionally",No,Human Human Human Human Stingray,"Purple, with clouds with a slope of y= x^2/sqrt5 *(847* log (10)","Dunk a basketball, Tie a sheet bend or bowline, Drive a stick shift, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim, Ride a horse",nessecary,Yes,Cooler,sqrt(-1),No,5.0,10.0,Yes,,1,sqrt(-1),sqrt(-1),Yes,The Sun,Yes,Yes,Yes,dmlzxkmlk;dfsjodfsnudsaoihjerwjmioh32r,4.0,No,Yes,Chocolate,43.0,THE VOID OF CTHULHU,Yes,Yes,19,Potato,Android,Peanut Butter,,tac,Yes,Yes,Neutral 😐,Yes,,"Caffeinated Soda, Fruit Juice, Milk, Tea, Maple Syrup, Water",Apple appell appeal appall appalled,No,3.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people",Yes,"I did the throwing out thing, but didn't talk to everyone about it"
161,10/20/2018 23:05:25,Yes,No,White and Gold,Chinese,"Yes, occasionally",No,"Dog, Cat, Elephant, Tiger, Cheetah",Cool,"Cut vegetables with a knife, Swim",Embarrassing,Yes,Warmer,Black,Yes,78.0,9.0,No,Yes,1,0,0,Yes,Woody Harrelson,No,I never had it,Yes,zmnxdhf nhyawsielunhrcqilkjsuer,4.0,No,Yes,Vanilla,35.0,A room filled with giant server boxes,No,Yes,17,light green,Android,Nachos,"Soliloquy, Amiable, Salient, Hubris",cat,No,Yes,Neutral 😐,Yes,Tomatoes,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Water",clothes computer random name person,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
